Mean	Median	StdDev	Max	Min	Entropy	Hamming	RLD
84184.8125591874	84194.9625492096	291.9284651966	88670.8117684722	84184.8125591874	0.2982121247	107.8486666667	0.6000000000	
84182.0275964340	84194.1278934479	289.0909117032	88670.8117684722	84182.0275964340	0.2979687607	108.2866666667	0.6000000000	
84180.3854342302	84194.1278934479	287.6076997154	88670.8117684722	84180.3854342302	0.2976443523	108.0986666667	0.6000000000	
84180.0984748205	84194.1278934479	287.4269561458	88655.4604909817	84180.0984748205	0.2971677969	106.2793333333	0.6000000000	
84179.3327804406	84194.1278934479	287.0279520485	88631.0851354400	84179.3327804406	0.2962730111	104.8306666667	0.6000000000	
84179.0469421943	84193.3402955532	287.2687520690	88622.4927465121	84179.0469421943	0.2959621078	104.7973333333	0.6000000000	
84178.2128989697	84186.5747123957	286.8749511799	88618.4883719683	84178.2128989697	0.2952767755	104.4840000000	0.6000000000	
84177.0865416527	84186.5747123957	286.1348720188	88559.7770687938	84177.0865416527	0.2949417295	103.6173333333	0.6000000000	
84175.6530406078	84186.1374914646	284.8581404175	88538.1694767873	84175.6530406078	0.2945116911	104.4733333333	0.6000000000	
84175.0840669870	84186.1374914646	284.5035322624	88536.3517538707	84175.0840669870	0.2942046598	102.9406666667	0.6000000000	
84174.5369237661	84186.1374914646	284.4319727278	88488.0642555157	84174.5369237661	0.2936774953	101.6000000000	0.6000000000	
84172.4049115181	84172.5432738662	283.6197799872	88476.5829156836	84172.4049115181	0.2932818852	101.7560000000	0.6000000000	
84171.8911290169	84172.5432738662	283.1711852925	88476.5829156836	84171.8911290169	0.2929432380	100.8706666667	0.6000000000	
84170.8453385035	84171.8474313617	282.3105810080	88476.5829156836	84170.8453385035	0.2929116652	101.1360000000	0.6000000000	
84169.8791637023	84165.4433473945	282.1336041907	88474.8510341843	84169.8791637023	0.2927071442	100.7433333333	0.6000000000	
84168.8649619619	84164.7020623088	281.4368599873	88427.3053468267	84168.8649619619	0.2925097091	99.6386666667	0.6000000000	
84166.8874936302	84156.3467517495	281.6200211795	88427.3053468267	84166.8874936302	0.2924306352	99.9106666667	0.6000000000	
84165.7065022985	84148.6666306853	281.7056198438	88421.8691882491	84165.7065022985	0.2924221820	100.2053333333	0.6000000000	
84165.3362634778	84147.4805340171	281.7023782411	88421.8691882491	84165.3362634778	0.2921102249	99.2046666667	0.6000000000	
